File_name,Type,Objective_value
prev_Truck_20_LP_0_0_100_7rep.csv, Max,115000
now_Truck_20_LP_0_0_100_7rep.csv, Max,117200
prev_Truck_20_LP_40_50_10_7rep.csv, Max,60784
now_Truck_20_LP_40_50_10_7rep.csv, Max,57410
prev_Truck_20_LP_0_0_100_8rep.csv, Min,59800
now_Truck_20_LP_0_0_100_8rep.csv, Min,58800
prev_Truck_20_LP_40_50_10_8rep.csv, Min,34374
now_Truck_20_LP_40_50_10_8rep.csv, Min,28708
prev_Truck_20_LP_0_0_100_8rep.csv, Middle,100000
now_Truck_20_LP_0_0_100_8rep.csv, Middle,98600
prev_Truck_20_LP_40_50_10_8rep.csv, Middle,52872
now_Truck_20_LP_40_50_10_8rep.csv, Middle,50956
prev_Truck_20_LP_0_0_100_8rep.csv, Max,113800
now_Truck_20_LP_0_0_100_8rep.csv, Max,113200
prev_Truck_20_LP_40_50_10_8rep.csv, Max,61555
now_Truck_20_LP_40_50_10_8rep.csv, Max,59065
prev_Truck_20_LP_0_0_100_9rep.csv, Min,61600
now_Truck_20_LP_0_0_100_9rep.csv, Min,60400
prev_Truck_20_LP_40_50_10_9rep.csv, Min,34267
now_Truck_20_LP_40_50_10_9rep.csv, Min,31006
prev_Truck_20_LP_0_0_100_9rep.csv, Middle,96200
now_Truck_20_LP_0_0_100_9rep.csv, Middle,89200
prev_Truck_20_LP_40_50_10_9rep.csv, Middle,51919
now_Truck_20_LP_40_50_10_9rep.csv, Middle,46813
prev_Truck_20_LP_0_0_100_9rep.csv, Max,114600
now_Truck_20_LP_0_0_100_9rep.csv, Max,104200
prev_Truck_20_LP_40_50_10_9rep.csv, Max,60152
now_Truck_20_LP_40_50_10_9rep.csv, Max,52352
prev_Truck_20_LP_0_0_100_10rep.csv, Min,59000
now_Truck_20_LP_0_0_100_10rep.csv, Min,59200
prev_Truck_20_LP_40_50_10_10rep.csv, Min,34613
now_Truck_20_LP_40_50_10_10rep.csv, Min,31526
prev_Truck_20_LP_0_0_100_10rep.csv, Middle,99400
now_Truck_20_LP_0_0_100_10rep.csv, Middle,100200
prev_Truck_20_LP_40_50_10_10rep.csv, Middle,52890
now_Truck_20_LP_40_50_10_10rep.csv, Middle,47376
prev_Truck_20_LP_0_0_100_10rep.csv, Max,111000
now_Truck_20_LP_0_0_100_10rep.csv, Max,114200
prev_Truck_20_LP_40_50_10_10rep.csv, Max,61093
now_Truck_20_LP_40_50_10_10rep.csv, Max,55531
prev_Truck_20_LP_0_0_100_11rep.csv, Min,61400
now_Truck_20_LP_0_0_100_11rep.csv, Min,62200
prev_Truck_20_LP_40_50_10_11rep.csv, Min,35932
now_Truck_20_LP_40_50_10_11rep.csv, Min,32778
prev_Truck_20_LP_0_0_100_11rep.csv, Middle,97600
now_Truck_20_LP_0_0_100_11rep.csv, Middle,99000
prev_Truck_20_LP_40_50_10_11rep.csv, Middle,52681
now_Truck_20_LP_40_50_10_11rep.csv, Middle,50709
prev_Truck_20_LP_0_0_100_11rep.csv, Max,110600
now_Truck_20_LP_0_0_100_11rep.csv, Max,115800
prev_Truck_20_LP_40_50_10_11rep.csv, Max,60939
now_Truck_20_LP_40_50_10_11rep.csv, Max,58297
prev_Truck_20_LP_0_0_100_12rep.csv, Min,60000
now_Truck_20_LP_0_0_100_12rep.csv, Min,60000
prev_Truck_20_LP_40_50_10_12rep.csv, Min,34819
now_Truck_20_LP_40_50_10_12rep.csv, Min,28806
prev_Truck_20_LP_0_0_100_12rep.csv, Middle,94000
now_Truck_20_LP_0_0_100_12rep.csv, Middle,94600
prev_Truck_20_LP_40_50_10_12rep.csv, Middle,50558
now_Truck_20_LP_40_50_10_12rep.csv, Middle,49197
prev_Truck_20_LP_0_0_100_12rep.csv, Max,108000
now_Truck_20_LP_0_0_100_12rep.csv, Max,110400
prev_Truck_20_LP_40_50_10_12rep.csv, Max,59323
now_Truck_20_LP_40_50_10_12rep.csv, Max,55479
prev_Truck_20_LP_0_0_100_13rep.csv, Min,59400
now_Truck_20_LP_0_0_100_13rep.csv, Min,59800
prev_Truck_20_LP_40_50_10_13rep.csv, Min,33564
now_Truck_20_LP_40_50_10_13rep.csv, Min,29441
prev_Truck_20_LP_0_0_100_13rep.csv, Middle,97400
now_Truck_20_LP_0_0_100_13rep.csv, Middle,101000
prev_Truck_20_LP_40_50_10_13rep.csv, Middle,52352
now_Truck_20_LP_40_50_10_13rep.csv, Middle,52349
prev_Truck_20_LP_0_0_100_13rep.csv, Max,115600
now_Truck_20_LP_0_0_100_13rep.csv, Max,119600
prev_Truck_20_LP_40_50_10_13rep.csv, Max,62202
now_Truck_20_LP_40_50_10_13rep.csv, Max,60155
prev_Truck_20_LP_0_0_100_14rep.csv, Min,61800
now_Truck_20_LP_0_0_100_14rep.csv, Min,58600
prev_Truck_20_LP_40_50_10_14rep.csv, Min,34276
now_Truck_20_LP_40_50_10_14rep.csv, Min,31557
prev_Truck_20_LP_0_0_100_14rep.csv, Middle,103200
now_Truck_20_LP_0_0_100_14rep.csv, Middle,99400
prev_Truck_20_LP_40_50_10_14rep.csv, Middle,52469
now_Truck_20_LP_40_50_10_14rep.csv, Middle,48747
prev_Truck_20_LP_0_0_100_14rep.csv, Max,119000
now_Truck_20_LP_0_0_100_14rep.csv, Max,111600
prev_Truck_20_LP_40_50_10_14rep.csv, Max,61280
now_Truck_20_LP_40_50_10_14rep.csv, Max,52190
prev_Truck_20_LP_0_0_100_15rep.csv, Min,54200
now_Truck_20_LP_0_0_100_15rep.csv, Min,67000
prev_Truck_20_LP_40_50_10_15rep.csv, Min,29711
now_Truck_20_LP_40_50_10_15rep.csv, Min,33683
prev_Truck_20_LP_0_0_100_15rep.csv, Middle,89400
now_Truck_20_LP_0_0_100_15rep.csv, Middle,99800
prev_Truck_20_LP_40_50_10_15rep.csv, Middle,46750
now_Truck_20_LP_40_50_10_15rep.csv, Middle,51110
prev_Truck_20_LP_0_0_100_15rep.csv, Max,105400
now_Truck_20_LP_0_0_100_15rep.csv, Max,117000
prev_Truck_20_LP_40_50_10_15rep.csv, Max,54374
now_Truck_20_LP_40_50_10_15rep.csv, Max,58633
prev_Truck_20_LP_0_0_100_16rep.csv, Min,55200
now_Truck_20_LP_0_0_100_16rep.csv, Min,51200
prev_Truck_20_LP_40_50_10_16rep.csv, Min,31623
now_Truck_20_LP_40_50_10_16rep.csv, Min,25219
prev_Truck_20_LP_0_0_100_16rep.csv, Middle,97200
now_Truck_20_LP_0_0_100_16rep.csv, Middle,88000
prev_Truck_20_LP_40_50_10_16rep.csv, Middle,52434
now_Truck_20_LP_40_50_10_16rep.csv, Middle,43291
prev_Truck_20_LP_0_0_100_16rep.csv, Max,115800
now_Truck_20_LP_0_0_100_16rep.csv, Max,101800
prev_Truck_20_LP_40_50_10_16rep.csv, Max,60856
now_Truck_20_LP_40_50_10_16rep.csv, Max,52958
prev_Truck_20_LP_0_0_100_17rep.csv, Min,59800
now_Truck_20_LP_0_0_100_17rep.csv, Min,52200
prev_Truck_20_LP_40_50_10_17rep.csv, Min,33706
now_Truck_20_LP_40_50_10_17rep.csv, Min,26107
prev_Truck_20_LP_0_0_100_17rep.csv, Middle,97800
now_Truck_20_LP_0_0_100_17rep.csv, Middle,87000
prev_Truck_20_LP_40_50_10_17rep.csv, Middle,50311
now_Truck_20_LP_40_50_10_17rep.csv, Middle,46210
prev_Truck_20_LP_0_0_100_17rep.csv, Max,110000
now_Truck_20_LP_0_0_100_17rep.csv, Max,104000
prev_Truck_20_LP_40_50_10_17rep.csv, Max,57845
now_Truck_20_LP_40_50_10_17rep.csv, Max,53560
prev_Truck_20_LP_0_0_100_18rep.csv, Min,58800
now_Truck_20_LP_0_0_100_18rep.csv, Min,60600
prev_Truck_20_LP_40_50_10_18rep.csv, Min,33670
now_Truck_20_LP_40_50_10_18rep.csv, Min,31531
prev_Truck_20_LP_0_0_100_18rep.csv, Middle,98400
now_Truck_20_LP_0_0_100_18rep.csv, Middle,101600
prev_Truck_20_LP_40_50_10_18rep.csv, Middle,53392
now_Truck_20_LP_40_50_10_18rep.csv, Middle,48335
prev_Truck_20_LP_0_0_100_18rep.csv, Max,116200
now_Truck_20_LP_0_0_100_18rep.csv, Max,117800
prev_Truck_20_LP_40_50_10_18rep.csv, Max,60661
now_Truck_20_LP_40_50_10_18rep.csv, Max,58985
prev_Truck_20_LP_0_0_100_19rep.csv, Min,56600
now_Truck_20_LP_0_0_100_19rep.csv, Min,55000
prev_Truck_20_LP_40_50_10_19rep.csv, Min,31201
now_Truck_20_LP_40_50_10_19rep.csv, Min,29648
prev_Truck_20_LP_0_0_100_19rep.csv, Middle,95600
now_Truck_20_LP_0_0_100_19rep.csv, Middle,88600
prev_Truck_20_LP_40_50_10_19rep.csv, Middle,49169
now_Truck_20_LP_40_50_10_19rep.csv, Middle,44628
prev_Truck_20_LP_0_0_100_19rep.csv, Max,112400
now_Truck_20_LP_0_0_100_19rep.csv, Max,104200
prev_Truck_20_LP_40_50_10_19rep.csv, Max,56993
now_Truck_20_LP_40_50_10_19rep.csv, Max,51653
prev_Truck_20_LP_0_0_100_20rep.csv, Min,64400
now_Truck_20_LP_0_0_100_20rep.csv, Min,57800
prev_Truck_20_LP_40_50_10_20rep.csv, Min,36958
now_Truck_20_LP_40_50_10_20rep.csv, Min,27338
prev_Truck_20_LP_0_0_100_20rep.csv, Middle,101800
now_Truck_20_LP_0_0_100_20rep.csv, Middle,98400
prev_Truck_20_LP_40_50_10_20rep.csv, Middle,52112
now_Truck_20_LP_40_50_10_20rep.csv, Middle,48319
prev_Truck_20_LP_0_0_100_20rep.csv, Max,112800
now_Truck_20_LP_0_0_100_20rep.csv, Max,115600
prev_Truck_20_LP_40_50_10_20rep.csv, Max,59834
now_Truck_20_LP_40_50_10_20rep.csv, Max,62918
prev_Truck_20_LP_0_0_100_1rep.csv, Min, 62000.0
now_Truck_20_LP_0_0_100_1rep.csv, Min, 51000.0
prev_Truck_20_LP_40_50_10_1rep.csv, Min, 24726.0
now_Truck_20_LP_40_50_10_1rep.csv, Min, 18997.0
prev_Truck_20_LP_0_0_100_1rep.csv, Middle, 95200.0
now_Truck_20_LP_0_0_100_1rep.csv, Middle, 86200.0
prev_Truck_20_LP_40_50_10_1rep.csv, Middle, 36802.0
now_Truck_20_LP_40_50_10_1rep.csv, Middle, 33289.0
prev_Truck_20_LP_0_0_100_1rep.csv, Max, 106800.0
now_Truck_20_LP_0_0_100_1rep.csv, Max, 104600.0
prev_Truck_20_LP_40_50_10_1rep.csv, Max, 43446.0
now_Truck_20_LP_40_50_10_1rep.csv, Max, 39199.0
prev_Truck_20_LP_0_0_100_2rep.csv, Min, 56800.0
now_Truck_20_LP_0_0_100_2rep.csv, Min, 57000.0
prev_Truck_20_LP_0_0_100_1rep.csv, Min, 58000.0
now_Truck_20_LP_0_0_100_1rep.csv, Min, 58000.0
prev_Truck_20_LP_40_50_10_1rep.csv, Min, 24133.0
now_Truck_20_LP_40_50_10_1rep.csv, Min, 21785.0
prev_Truck_20_LP_0_0_100_1rep.csv, Middle, 90600.0
now_Truck_20_LP_0_0_100_1rep.csv, Middle, 96800.0
prev_Truck_20_LP_40_50_10_1rep.csv, Middle, 38283.0
now_Truck_20_LP_40_50_10_1rep.csv, Middle, 35058.0
prev_Truck_20_LP_0_0_100_1rep.csv, Max, 107000.0
now_Truck_20_LP_0_0_100_1rep.csv, Max, 112200.0
prev_Truck_20_LP_40_50_10_1rep.csv, Max, 44359.0
now_Truck_20_LP_40_50_10_1rep.csv, Max, 43136.0
prev_Truck_20_LP_0_0_100_2rep.csv, Min, 54600.0
now_Truck_20_LP_0_0_100_2rep.csv, Min, 53600.0
prev_Truck_20_LP_40_50_10_2rep.csv, Min, 21223.0
now_Truck_20_LP_40_50_10_2rep.csv, Min, 21546.0
prev_Truck_20_LP_0_0_100_2rep.csv, Middle, 94000.0
now_Truck_20_LP_0_0_100_2rep.csv, Middle, 93600.0
prev_Truck_20_LP_40_50_10_2rep.csv, Middle, 36288.0
now_Truck_20_LP_40_50_10_2rep.csv, Middle, 37210.0
prev_Truck_20_LP_0_0_100_2rep.csv, Max, 109200.0
now_Truck_20_LP_0_0_100_2rep.csv, Max, 110000.0
prev_Truck_20_LP_40_50_10_2rep.csv, Max, 42483.0
now_Truck_20_LP_40_50_10_2rep.csv, Max, 42996.0
prev_Truck_20_LP_0_0_100_3rep.csv, Min, 63000.0
now_Truck_20_LP_0_0_100_3rep.csv, Min, 58000.0
prev_Truck_20_LP_40_50_10_3rep.csv, Min, 26444.0
now_Truck_20_LP_40_50_10_3rep.csv, Min, 21977.0
prev_Truck_20_LP_0_0_100_3rep.csv, Middle, 103800.0
now_Truck_20_LP_0_0_100_3rep.csv, Middle, 94200.0
prev_Truck_20_LP_40_50_10_3rep.csv, Middle, 43174.0
now_Truck_20_LP_40_50_10_3rep.csv, Middle, 35696.0
prev_Truck_20_LP_0_0_100_3rep.csv, Max, 124200.0
now_Truck_20_LP_0_0_100_3rep.csv, Max, 107600.0
prev_Truck_20_LP_40_50_10_3rep.csv, Max, 51103.0
now_Truck_20_LP_40_50_10_3rep.csv, Max, 42468.0
prev_Truck_20_LP_0_0_100_4rep.csv, Min, 58600.0
now_Truck_20_LP_0_0_100_4rep.csv, Min, 58000.0
prev_Truck_20_LP_40_50_10_4rep.csv, Min, 23911.0
now_Truck_20_LP_40_50_10_4rep.csv, Min, 22228.0
prev_Truck_20_LP_0_0_100_4rep.csv, Middle, 98600.0
now_Truck_20_LP_0_0_100_4rep.csv, Middle, 94000.0
prev_Truck_20_LP_40_50_10_4rep.csv, Middle, 39681.0
now_Truck_20_LP_40_50_10_4rep.csv, Middle, 36942.0
prev_Truck_20_LP_0_0_100_4rep.csv, Max, 115800.0
now_Truck_20_LP_0_0_100_4rep.csv, Max, 111200.0
prev_Truck_20_LP_40_50_10_4rep.csv, Max, 46726.0
now_Truck_20_LP_40_50_10_4rep.csv, Max, 44087.0
prev_Truck_20_LP_0_0_100_5rep.csv, Min, 57000.0
now_Truck_20_LP_0_0_100_5rep.csv, Min, 53600.0
prev_Truck_20_LP_40_50_10_5rep.csv, Min, 22623.0
now_Truck_20_LP_40_50_10_5rep.csv, Min, 18857.0
prev_Truck_20_LP_0_0_100_5rep.csv, Middle, 90200.0
now_Truck_20_LP_0_0_100_5rep.csv, Middle, 83400.0
prev_Truck_20_LP_40_50_10_5rep.csv, Middle, 36902.0
now_Truck_20_LP_40_50_10_5rep.csv, Middle, 28722.0
prev_Truck_20_LP_0_0_100_5rep.csv, Max, 109400.0
now_Truck_20_LP_0_0_100_5rep.csv, Max, 98000.0
prev_Truck_20_LP_40_50_10_5rep.csv, Max, 44523.0
now_Truck_20_LP_40_50_10_5rep.csv, Max, 35431.0
prev_Truck_20_LP_0_0_100_6rep.csv, Min, 56000.0
now_Truck_20_LP_0_0_100_6rep.csv, Min, 59400.0
prev_Truck_20_LP_40_50_10_6rep.csv, Min, 21471.0
now_Truck_20_LP_40_50_10_6rep.csv, Min, 22069.0
prev_Truck_20_LP_0_0_100_6rep.csv, Middle, 92000.0
now_Truck_20_LP_0_0_100_6rep.csv, Middle, 94600.0
prev_Truck_20_LP_40_50_10_6rep.csv, Middle, 34587.0
now_Truck_20_LP_40_50_10_6rep.csv, Middle, 37679.0
prev_Truck_20_LP_0_0_100_6rep.csv, Max, 104400.0
now_Truck_20_LP_0_0_100_6rep.csv, Max, 113000.0
prev_Truck_20_LP_40_50_10_6rep.csv, Max, 40626.0
now_Truck_20_LP_40_50_10_6rep.csv, Max, 45010.0
prev_Truck_20_LP_0_0_100_7rep.csv, Min, 61000.0
now_Truck_20_LP_0_0_100_7rep.csv, Min, 62400.0
prev_Truck_20_LP_40_50_10_7rep.csv, Min, 24748.0
now_Truck_20_LP_40_50_10_7rep.csv, Min, 25137.0
prev_Truck_20_LP_0_0_100_7rep.csv, Middle, 103600.0
now_Truck_20_LP_0_0_100_7rep.csv, Middle, 106800.0
prev_Truck_20_LP_40_50_10_7rep.csv, Middle, 40921.0
now_Truck_20_LP_40_50_10_7rep.csv, Middle, 40947.0
prev_Truck_20_LP_0_0_100_7rep.csv, Max, 117800.0
now_Truck_20_LP_0_0_100_7rep.csv, Max, 128000.0
prev_Truck_20_LP_40_50_10_7rep.csv, Max, 47154.0
now_Truck_20_LP_40_50_10_7rep.csv, Max, 48892.0
prev_Truck_20_LP_0_0_100_8rep.csv, Min, 57600.0
now_Truck_20_LP_0_0_100_8rep.csv, Min, 65400.0
prev_Truck_20_LP_40_50_10_8rep.csv, Min, 21013.0
now_Truck_20_LP_40_50_10_8rep.csv, Min, 25929.0
prev_Truck_20_LP_0_0_100_8rep.csv, Middle, 86600.0
now_Truck_20_LP_0_0_100_8rep.csv, Middle, 104600.0
prev_Truck_20_LP_40_50_10_8rep.csv, Middle, 34383.0
now_Truck_20_LP_40_50_10_8rep.csv, Middle, 42820.0
prev_Truck_20_LP_0_0_100_8rep.csv, Max, 103400.0
now_Truck_20_LP_0_0_100_8rep.csv, Max, 123800.0
prev_Truck_20_LP_40_50_10_8rep.csv, Max, 40294.0
now_Truck_20_LP_40_50_10_8rep.csv, Max, 48540.0
prev_Truck_20_LP_0_0_100_9rep.csv, Min, 55600.0
now_Truck_20_LP_0_0_100_9rep.csv, Min, 55200.0
prev_Truck_20_LP_40_50_10_9rep.csv, Min, 22433.0
now_Truck_20_LP_40_50_10_9rep.csv, Min, 20535.0
prev_Truck_20_LP_0_0_100_9rep.csv, Middle, 93800.0
now_Truck_20_LP_0_0_100_9rep.csv, Middle, 92200.0
prev_Truck_20_LP_40_50_10_9rep.csv, Middle, 37043.0
now_Truck_20_LP_40_50_10_9rep.csv, Middle, 34118.0
prev_Truck_20_LP_0_0_100_9rep.csv, Max, 110400.0
now_Truck_20_LP_0_0_100_9rep.csv, Max, 109000.0
prev_Truck_20_LP_40_50_10_9rep.csv, Max, 44754.0
now_Truck_20_LP_40_50_10_9rep.csv, Max, 40639.0
prev_Truck_20_LP_0_0_100_10rep.csv, Min, 54600.0
now_Truck_20_LP_0_0_100_10rep.csv, Min, 63800.0
prev_Truck_20_LP_40_50_10_10rep.csv, Min, 21385.0
now_Truck_20_LP_40_50_10_10rep.csv, Min, 24766.0
prev_Truck_20_LP_0_0_100_10rep.csv, Middle, 97800.0
now_Truck_20_LP_0_0_100_10rep.csv, Middle, 100400.0
prev_Truck_20_LP_40_50_10_10rep.csv, Middle, 38829.0
now_Truck_20_LP_40_50_10_10rep.csv, Middle, 39597.0
prev_Truck_20_LP_0_0_100_10rep.csv, Max, 113000.0
now_Truck_20_LP_0_0_100_10rep.csv, Max, 117800.0
prev_Truck_20_LP_40_50_10_10rep.csv, Max, 45537.0
now_Truck_20_LP_40_50_10_10rep.csv, Max, 46902.0
prev_Truck_20_LP_0_0_100_11rep.csv, Min, 64000.0
now_Truck_20_LP_0_0_100_11rep.csv, Min, 59400.0
prev_Truck_20_LP_40_50_10_11rep.csv, Min, 26731.0
now_Truck_20_LP_40_50_10_11rep.csv, Min, 22062.0
prev_Truck_20_LP_0_0_100_11rep.csv, Middle, 100400.0
now_Truck_20_LP_0_0_100_11rep.csv, Middle, 89400.0
prev_Truck_20_LP_40_50_10_11rep.csv, Middle, 40969.0
now_Truck_20_LP_40_50_10_11rep.csv, Middle, 32067.0
prev_Truck_20_LP_0_0_100_11rep.csv, Max, 115200.0
now_Truck_20_LP_0_0_100_11rep.csv, Max, 103400.0
prev_Truck_20_LP_40_50_10_11rep.csv, Max, 47135.0
now_Truck_20_LP_40_50_10_11rep.csv, Max, 37518.0
prev_Truck_20_LP_0_0_100_12rep.csv, Min, 56200.0
now_Truck_20_LP_0_0_100_12rep.csv, Min, 56800.0
prev_Truck_20_LP_40_50_10_12rep.csv, Min, 22356.0
now_Truck_20_LP_40_50_10_12rep.csv, Min, 21574.0
prev_Truck_20_LP_0_0_100_12rep.csv, Middle, 90000.0
now_Truck_20_LP_0_0_100_12rep.csv, Middle, 97800.0
prev_Truck_20_LP_40_50_10_12rep.csv, Middle, 37464.0
now_Truck_20_LP_40_50_10_12rep.csv, Middle, 36772.0
prev_Truck_20_LP_0_0_100_12rep.csv, Max, 110400.0
now_Truck_20_LP_0_0_100_12rep.csv, Max, 110600.0
prev_Truck_20_LP_40_50_10_12rep.csv, Max, 44560.0
now_Truck_20_LP_40_50_10_12rep.csv, Max, 43505.0
prev_Truck_20_LP_0_0_100_13rep.csv, Min, 59600.0
now_Truck_20_LP_0_0_100_13rep.csv, Min, 51400.0
prev_Truck_20_LP_40_50_10_13rep.csv, Min, 23906.0
now_Truck_20_LP_40_50_10_13rep.csv, Min, 19242.0
prev_Truck_20_LP_0_0_100_13rep.csv, Middle, 95200.0
now_Truck_20_LP_0_0_100_13rep.csv, Middle, 86800.0
prev_Truck_20_LP_40_50_10_13rep.csv, Middle, 38554.0
now_Truck_20_LP_40_50_10_13rep.csv, Middle, 35936.0
prev_Truck_20_LP_0_0_100_13rep.csv, Max, 111400.0
now_Truck_20_LP_0_0_100_13rep.csv, Max, 105200.0
prev_Truck_20_LP_40_50_10_13rep.csv, Max, 46932.0
now_Truck_20_LP_40_50_10_13rep.csv, Max, 41778.0
prev_Truck_20_LP_0_0_100_14rep.csv, Min, 54400.0
now_Truck_20_LP_0_0_100_14rep.csv, Min, 64200.0
prev_Truck_20_LP_40_50_10_14rep.csv, Min, 22370.0
now_Truck_20_LP_40_50_10_14rep.csv, Min, 24444.0
prev_Truck_20_LP_0_0_100_14rep.csv, Middle, 92400.0
now_Truck_20_LP_0_0_100_14rep.csv, Middle, 98600.0
prev_Truck_20_LP_40_50_10_14rep.csv, Middle, 36675.0
now_Truck_20_LP_40_50_10_14rep.csv, Middle, 36281.0
prev_Truck_20_LP_0_0_100_14rep.csv, Max, 110400.0
now_Truck_20_LP_0_0_100_14rep.csv, Max, 110000.0
prev_Truck_20_LP_40_50_10_14rep.csv, Max, 43528.0
now_Truck_20_LP_40_50_10_14rep.csv, Max, 43636.0
prev_Truck_20_LP_0_0_100_15rep.csv, Min, 54600.0
now_Truck_20_LP_0_0_100_15rep.csv, Min, 62200.0
prev_Truck_20_LP_40_50_10_15rep.csv, Min, 21513.0
now_Truck_20_LP_40_50_10_15rep.csv, Min, 24033.0
prev_Truck_20_LP_0_0_100_15rep.csv, Middle, 89800.0
now_Truck_20_LP_0_0_100_15rep.csv, Middle, 99600.0
prev_Truck_20_LP_40_50_10_15rep.csv, Middle, 35944.0
now_Truck_20_LP_40_50_10_15rep.csv, Middle, 36604.0
prev_Truck_20_LP_0_0_100_15rep.csv, Max, 104000.0
now_Truck_20_LP_0_0_100_15rep.csv, Max, 115000.0
prev_Truck_20_LP_40_50_10_15rep.csv, Max, 42531.0
now_Truck_20_LP_40_50_10_15rep.csv, Max, 42878.0
